Date,High,Low,Open,Close,Volume,Adj Close
2016-07-05,45.472801208496094,40.49790954589844,41.33891296386719,40.669456481933594,7445687.0,39.68391799926758
2016-07-06,40.669456481933594,38.73640060424805,39.389122009277344,39.958160400390625,8014268.0,38.98986053466797
2016-07-07,40.167362213134766,39.61924743652344,39.84937286376953,39.949790954589844,6556726.0,38.98169708251953
2016-07-08,42.351463317871094,39.7740592956543,40.13389205932617,42.00836944580078,5070983.0,40.990386962890625
2016-07-11,42.87029266357422,40.987449645996094,41.17991638183594,42.77824401855469,7220549.0,41.741600036621094
2016-07-12,42.728031158447266,42.05857849121094,42.67782211303711,42.3179931640625,6635716.0,41.292510986328125
2016-07-13,42.761505126953125,41.69874572753906,42.3179931640625,42.359832763671875,5813317.0,41.33333969116211
2016-07-14,43.29706954956055,41.799163818359375,42.11715316772461,43.15481185913086,4160512.0,42.10905456542969
2016-07-15,43.4393310546875,42.351463317871094,43.330543518066406,42.87029266357422,4409311.0,41.83142852783203
2016-07-18,43.16318130493164,42.26778030395508,42.485355377197266,42.920501708984375,1861213.0,41.880428314208984
2016-07-19,43.14644241333008,42.209205627441406,42.71129608154297,43.13807678222656,2335867.0,42.09272384643555
2016-07-20,43.44770050048828,41.84937286376953,43.38075256347656,42.12552261352539,4005282.0,41.104705810546875
2016-07-21,42.359832763671875,41.832637786865234,42.17573165893555,42.041839599609375,3620731.0,41.02304458618164
2016-07-22,42.083683013916016,41.24686050415039,41.84100341796875,41.33891296386719,2928467.0,40.337154388427734
2016-07-25,41.38075256347656,40.050209045410156,41.18828582763672,40.987449645996094,3638536.0,39.994205474853516
2016-07-26,41.355648040771484,40.40167236328125,40.635982513427734,41.238494873046875,1877823.0,40.239166259765625
2016-07-27,41.42259216308594,40.765689849853516,41.071128845214844,40.93723678588867,1946177.0,39.945213317871094
2016-07-28,41.079498291015625,40.4560661315918,40.7866096496582,40.71129608154297,3493105.0,39.72475051879883
2016-07-29,40.83681869506836,40.17573165893555,40.55229949951172,40.34309768676758,5358500.0,39.36547088623047
2016-08-01,40.59414291381836,39.82426834106445,40.25941467285156,40.0,3562295.0,39.03069305419922
2016-08-02,40.18410110473633,39.481170654296875,39.74895477294922,39.74895477294922,3904424.0,38.785728454589844
2016-08-03,41.40585708618164,39.62343215942383,39.74895477294922,41.238494873046875,5628331.0,40.239166259765625
2016-08-04,41.93305587768555,41.40585708618164,41.49790954589844,41.86610794067383,3640926.0,40.85157775878906
2016-08-05,42.66108703613281,42.05857849121094,42.05857849121094,42.326358795166016,3185751.0,41.30066680908203
2016-08-08,42.56903839111328,41.790794372558594,42.368202209472656,41.88284683227539,2529218.0,40.8679084777832
2016-08-09,42.28451919555664,40.5196647644043,40.77824401855469,42.2259407043457,1288091.0,41.20268249511719
2016-08-10,42.510459899902344,41.924686431884766,42.234310150146484,42.21757125854492,1412968.0,41.19451904296875
2016-08-11,44.108787536621094,42.42677688598633,42.451881408691406,43.97489547729492,2381277.0,42.909263610839844
2016-08-12,44.242679595947266,43.3472785949707,43.514644622802734,44.108787536621094,1538921.0,43.039913177490234
2016-08-15,44.99581527709961,44.234310150146484,44.30962371826172,44.90376663208008,1742191.0,43.81562423706055
2016-08-16,45.14644241333008,44.57740783691406,44.83681869506836,44.81171417236328,1197749.0,43.72580337524414
2016-08-17,44.96234130859375,44.635982513427734,44.912132263183594,44.69456100463867,1233360.0,43.61149215698242
2016-08-18,44.7866096496582,44.29288864135742,44.53556442260742,44.485355377197266,1045267.0,43.407352447509766
2016-08-19,44.30962371826172,43.271968841552734,44.30962371826172,43.44770050048828,1429340.0,42.39483642578125
2016-08-22,43.548118591308594,42.74477005004883,43.44770050048828,42.8953971862793,1292632.0,41.85593032836914
2016-08-23,43.59832763671875,42.794979095458984,42.97908020019531,43.43096160888672,3003752.0,42.378501892089844
2016-08-24,43.330543518066406,42.34644317626953,42.8953971862793,42.987449645996094,827896.0,42.00239562988281
2016-08-25,43.42259216308594,42.66108703613281,42.828453063964844,43.196651458740234,1654956.0,42.2067985534668
2016-08-26,43.799163818359375,43.121337890625,43.2133903503418,43.40585708618164,1120432.0,42.411216735839844
2016-08-29,44.17573165893555,43.14644241333008,43.330543518066406,43.85774230957031,1248536.0,42.85274887084961
2016-08-30,44.74477005004883,43.673641204833984,43.673641204833984,44.02510452270508,1137760.0,43.016265869140625
2016-08-31,44.200836181640625,43.514644622802734,43.90795135498047,44.075313568115234,1976052.0,43.06533432006836
2016-09-01,44.44351577758789,43.631797790527344,44.3179931640625,44.041839599609375,1146483.0,43.03262710571289
2016-09-02,44.74477005004883,44.19247055053711,44.368202209472656,44.669456481933594,1004756.0,43.64586639404297
2016-09-06,44.81171417236328,43.757320404052734,44.769874572753906,44.12552261352539,1546091.0,43.1143913269043
2016-09-07,44.451881408691406,43.53137969970703,43.87447738647461,44.30125427246094,2083124.0,43.28609848022461
2016-09-08,44.3179931640625,43.74058532714844,44.083683013916016,43.790794372558594,1311871.0,42.787330627441406
2016-09-09,43.523014068603516,42.30125427246094,43.32217788696289,42.30125427246094,2593987.0,41.3319206237793
2016-09-12,43.046024322509766,41.72385025024414,41.85774230957031,42.85355758666992,2225568.0,41.87157440185547
2016-09-13,43.012550354003906,41.81589889526367,42.5606689453125,41.87447738647461,1920485.0,40.914920806884766
