Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,94.375,87.75,94.1875,88.3125,1822600.0,67.0975570678711
2000-01-04,87.5,82.25,87.0,82.75,1647700.0,62.87134552001953
2000-01-05,81.875,78.375,80.875,78.875,1516600.0,59.927215576171875
2000-01-06,84.5,78.625,78.625,82.25,1845100.0,62.49142074584961
2000-01-07,83.1875,79.875,83.0625,82.5625,1127400.0,62.72886657714844
2000-01-10,84.875,81.75,81.75,84.375,803100.0,64.10592651367188
2000-01-11,86.25,84.5625,85.0,84.8125,808600.0,64.4383544921875
2000-01-12,86.0,83.375,84.125,84.375,916100.0,64.10592651367188
2000-01-13,85.125,82.875,85.125,84.5,711000.0,64.20092010498047
2000-01-14,86.9375,85.3125,85.5,85.625,607000.0,65.05567169189453
2000-01-18,89.125,84.75,85.0,86.875,1095700.0,66.00536346435547
2000-01-19,89.375,86.75,86.875,87.5625,636900.0,66.52772521972656
2000-01-20,87.9375,84.875,87.0,85.9375,621800.0,65.38267517089844
2000-01-21,86.1875,84.5625,86.1875,85.6875,542500.0,65.19251251220703
2000-01-24,87.5,81.5,87.5,81.75,712900.0,62.1967658996582
2000-01-25,84.1875,82.375,83.0,83.875,749300.0,63.813514709472656
2000-01-26,88.5,84.125,84.125,88.25,1086600.0,67.14209747314453
2000-01-27,89.9375,87.625,88.25,89.0,702000.0,67.71266174316406
2000-01-28,88.0,86.125,87.5,87.0,776800.0,66.1910400390625
2000-01-31,91.6875,86.5,87.0,91.625,801800.0,69.7098388671875
2000-02-01,93.0,90.5,92.875,91.25,813100.0,69.42454528808594
2000-02-02,91.625,88.625,90.75,91.125,964700.0,69.32942962646484
2000-02-03,91.125,84.8125,90.0,85.375,2213300.0,64.9547348022461
2000-02-04,87.25,83.5625,87.25,84.6875,1451700.0,64.43165588378906
2000-02-07,86.5,83.5,84.4375,85.75,929800.0,65.24005126953125
2000-02-08,89.625,85.75,85.75,89.4375,1024800.0,68.04554748535156
2000-02-09,89.4375,86.5625,89.4375,86.75,397100.0,66.00086212158203
2000-02-10,87.3125,85.5,86.75,86.625,503200.0,65.90574645996094
2000-02-11,88.75,85.0,86.4375,85.125,856900.0,64.76457214355469
2000-02-14,86.875,84.625,85.125,86.5,627800.0,65.81066131591797
2000-02-15,86.625,85.125,86.25,86.5,542400.0,65.81066131591797
2000-02-16,87.3125,82.875,86.75,82.9375,720300.0,63.100242614746094
2000-02-17,84.75,81.125,84.75,82.125,895500.0,62.48208236694336
2000-02-18,84.5,80.75,84.5,80.8125,925500.0,61.48349380493164
2000-02-22,82.375,80.6875,81.25,81.5625,720100.0,62.054100036621094
2000-02-23,87.0,81.0625,81.3125,85.75,702900.0,65.24005126953125
2000-02-24,89.9375,85.5,85.8125,89.625,1199800.0,68.18821716308594
2000-02-25,94.0,88.25,89.4375,89.25,1333000.0,67.90289306640625
2000-02-28,89.25,87.0,89.25,88.0,518000.0,66.95186614990234
2000-02-29,92.5,88.0,88.75,92.5,1381200.0,70.3756103515625
2000-03-01,96.75,93.1875,93.25,94.75,1488900.0,72.08740997314453
2000-03-02,97.875,94.125,95.25,96.25,1819200.0,73.22860717773438
2000-03-03,102.5,96.75,97.0,102.5,2295900.0,77.9837417602539
2000-03-06,105.25,102.375,102.75,103.6875,1421000.0,78.88719177246094
2000-03-07,105.75,102.4375,103.9375,104.875,1041300.0,79.79064178466797
2000-03-08,105.375,99.6875,105.0,101.75,1041100.0,77.41310119628906
2000-03-09,108.1875,101.25,101.75,107.1875,535500.0,81.55001068115234
2000-03-10,119.0,108.5,109.75,112.25,2034400.0,85.40169525146484
2000-03-13,115.5,106.5,107.5,110.375,1454200.0,83.97516632080078
2000-03-14,112.875,103.5,111.5,104.75,653100.0,79.69554901123047
2000-03-15,105.5,101.375,102.5,103.5625,700300.0,78.7920913696289
2000-03-16,105.0,99.25,103.875,103.3125,2024800.0,78.6019058227539
2000-03-17,117.375,103.25,104.125,116.5,2099400.0,88.63511657714844
2000-03-20,123.0,112.5625,117.625,113.4375,2254000.0,86.30514526367188
2000-03-21,119.8125,106.5,111.0,118.25,2692800.0,89.96656036376953
2000-03-22,117.9375,114.8125,114.875,117.15625,1258900.0,89.13447570800781
2000-03-23,119.0,115.125,116.5,119.0,1656900.0,90.53718566894531
2000-03-24,128.0,117.6875,119.0,121.3125,1934400.0,92.2966079711914
2000-03-27,119.375,111.75,118.25,112.0,1315000.0,85.21147155761719
2000-03-28,115.5,108.5,109.5,113.25,1649400.0,86.16252899169922
